Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
158,311,649,343,1293,2020-09-07T07:38:04.493Z,2020-09-07T07:38:04.493Z
