name,amount,lastUpdate,date
hard,495,2020-09-12T15:56:23.313Z,2020-09-12T15:56:23.313Z
moderate,202,2020-09-12T15:56:23.313Z,2020-09-12T15:56:23.313Z
name,amount,lastUpdate,date
hard,495,2020-09-12T15:56:23.313Z,2020-09-12T15:56:23.313Z
moderate,202,2020-09-12T15:56:23.313Z,2020-09-12T15:56:23.313Z
