section,male,female,lastUpdate,date
0,17699,16910,2020-11-22T07:06:07.150Z,2020-11-22T07:06:07.150Z
10,39610,28561,2020-11-22T07:06:07.150Z,2020-11-22T07:06:07.150Z
20,33955,31036,2020-11-22T07:06:07.150Z,2020-11-22T07:06:07.150Z
30,22732,22544,2020-11-22T07:06:07.150Z,2020-11-22T07:06:07.150Z
40,19898,21088,2020-11-22T07:06:07.150Z,2020-11-22T07:06:07.150Z
50,15463,16039,2020-11-22T07:06:07.150Z,2020-11-22T07:06:07.150Z
60,11276,10024,2020-11-22T07:06:07.150Z,2020-11-22T07:06:07.150Z
70,5555,5093,2020-11-22T07:06:07.150Z,2020-11-22T07:06:07.150Z
80,2378,2997,2020-11-22T07:06:07.150Z,2020-11-22T07:06:07.150Z
90,569,1307,2020-11-22T07:06:07.150Z,2020-11-22T07:06:07.150Z
