age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,270742,157547,1538337,17.6,10.2,2021-03-03T14:36:55.967Z
20-29,819372,432996,1300361,63.0,33.3,2021-03-03T14:36:55.967Z
30-39,838273,500778,1197026,70.0,41.8,2021-03-03T14:36:55.967Z
40-49,846444,635043,1098556,77.1,57.8,2021-03-03T14:36:55.967Z
50-59,703048,573358,849966,82.7,67.5,2021-03-03T14:36:55.967Z
60-69,633236,566887,741639,85.4,76.4,2021-03-03T14:36:55.967Z
70-79,464636,432734,490784,94.7,88.2,2021-03-03T14:36:55.967Z
80-89,207257,192199,225538,91.9,85.2,2021-03-03T14:36:55.967Z
90+,48620,44491,51496,94.4,86.4,2021-03-03T14:36:55.967Z
