name,amount,lastUpdate,date
hard,717,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
moderate,180,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
critical,247,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
breath,211,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
name,amount,lastUpdate,date
hard,717,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
moderate,180,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
critical,247,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
breath,211,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
