section,male,female,lastUpdate,date
0,0,0,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
10,0,2,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
20,4,2,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
30,8,12,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
40,19,7,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
50,30,12,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
60,29,13,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
70,27,15,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
80,9,12,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
90,3,3,2021-03-03T14:36:55.967Z,2021-03-03T14:36:55.967Z
