section,male,female,lastUpdate,date
0,0,0,2020-12-14T19:50:07.697Z,2020-12-14T19:50:07.697Z
10,1,0,2020-12-14T19:50:07.697Z,2020-12-14T19:50:07.697Z
20,0,0,2020-12-14T19:50:07.697Z,2020-12-14T19:50:07.697Z
30,0,0,2020-12-14T19:50:07.697Z,2020-12-14T19:50:07.697Z
40,5,2,2020-12-14T19:50:07.697Z,2020-12-14T19:50:07.697Z
50,13,2,2020-12-14T19:50:07.697Z,2020-12-14T19:50:07.697Z
60,20,7,2020-12-14T19:50:07.697Z,2020-12-14T19:50:07.697Z
70,21,13,2020-12-14T19:50:07.697Z,2020-12-14T19:50:07.697Z
80,6,7,2020-12-14T19:50:07.697Z,2020-12-14T19:50:07.697Z
90,0,1,2020-12-14T19:50:07.697Z,2020-12-14T19:50:07.697Z
