name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
שיבא,,98.03797149658203,131,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
יוספטל,,47.69230651855469,1,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
שמיר,,76.87991333007812,31,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
וולפסון,,74.52415466308594,22,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
זיו צפת,,72.33429718017578,28,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
הלל יפה,,82.5242691040039,31,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
נהריה,,79.25311279296875,19,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
ברזילי,,86.83333587646484,21,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
פוריה,,67.60563659667969,16,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
סוראסקי,,116.7378311157227,86,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
בני ציון,,81.0623550415039,16,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
רבין ק. בילינסון,,94.01197814941406,129,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
סורוקה,,,0,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
מאיר,,78.7917709350586,45,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
קפלן,,92.41876983642578,67,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
"רמב""ם",,92.68041229248047,31,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
הכרמל,,80.57259368896484,19,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
השרון ק. גולדה,,73.02904510498047,41,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
הדסה עין כרם,,,94,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
הסקוטי,,116.5413513183594,17,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
המשפחה הקדושה,,,0,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
סנט ג'וזף,,,1,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
שערי צדק,,101.4742050170898,79,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
אל מקאסד,,,0,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
לניאדו,,80.22283935546875,122,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
אוגוסטה ויקטוריה,,,0,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
מעייני הישועה,,97.46835327148438,31,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
אסותא אשדוד,,,6,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
שניידר,,,0,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
סנט וינסנט,,39.55223846435547,5,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
המרכזי בעמק,,72.93103790283203,39,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
