section,male,female,lastUpdate,date
0,0,3,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
10,0,0,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
20,4,4,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
30,10,5,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
40,18,10,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
50,38,15,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
60,65,30,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
70,43,29,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
80,19,15,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
90,3,3,2021-02-02T16:21:39.187Z,2021-02-02T16:21:39.187Z
