total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3047,1808,362,262,705,408,2021-02-02T16:21:39.187Z
100,59,20,14,39,23,2021-02-02T16:21:39.187Z
