name,amount,lastUpdate,date
hard,36,2021-06-11T14:07:45.657Z,2021-06-11T14:07:45.657Z
moderate,15,2021-06-11T14:07:45.657Z,2021-06-11T14:07:45.657Z
critical,24,2021-06-11T14:07:45.657Z,2021-06-11T14:07:45.657Z
breath,18,2021-06-11T14:07:45.657Z,2021-06-11T14:07:45.657Z
