age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,321259,271076,1538337,20.9,17.6,2021-03-30T14:55:12.770Z
20-29,945441,814956,1300361,72.7,62.7,2021-03-30T14:55:12.770Z
30-39,926175,825796,1197026,77.4,69.0,2021-03-30T14:55:12.770Z
40-49,903127,827522,1098556,82.2,75.3,2021-03-30T14:55:12.770Z
50-59,740171,687207,849966,87.1,80.9,2021-03-30T14:55:12.770Z
60-69,657305,622983,741639,88.6,84.0,2021-03-30T14:55:12.770Z
70-79,477007,459094,490784,97.2,93.5,2021-03-30T14:55:12.770Z
80-89,213125,204300,225538,94.5,90.6,2021-03-30T14:55:12.770Z
90+,50073,47149,51496,97.2,91.6,2021-03-30T14:55:12.770Z
