name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
שיבא,,95.12657928466797,25,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
יוספטל,,47.69230651855469,20,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
שמיר,,59.82042694091797,10,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
וולפסון,,63.68960571289063,6,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
זיו צפת,,70.02881622314453,16,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
הלל יפה,,78.44660186767578,9,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
נהריה,,77.5933609008789,27,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
ברזילי,,72.33333587646484,11,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
פוריה,,58.30986022949219,6,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
סוראסקי,,97.60887908935547,13,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
בני ציון,,78.2909927368164,13,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
רבין ק. בילינסון,,83.95209503173828,22,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
סורוקה,,69.41790008544922,6,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
מאיר,,79.9485855102539,25,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
קפלן,,105.4151611328125,7,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
"רמב""ם",,89.27835083007812,56,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
הכרמל,,72.59713745117188,19,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
השרון ק. גולדה,,54.35684585571289,2,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
הדסה עין כרם,,101.1904754638672,40,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
הסקוטי,,83.45864868164062,8,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
סנט וינסנט,,,0,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
המשפחה הקדושה,,,0,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
סנט ג'וזף,,,2,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
שערי צדק,,,22,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
אל מקאסד,,,0,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
לניאדו,,81.0584945678711,43,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
אוגוסטה ויקטוריה,,,4,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
מעייני הישועה,,93.61022186279297,3,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
אסותא אשדוד,,,2,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
שניידר,,,0,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
המרכזי בעמק,,74.6551742553711,56,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
