section,male,female,lastUpdate,date
0,0,0,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
10,2,0,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
20,0,0,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
30,0,0,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
40,3,3,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
50,6,2,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
60,16,5,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
70,18,14,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
80,5,9,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
90,0,0,2020-12-06T15:50:36.120Z,2020-12-06T15:50:36.120Z
