amount,lastUpdate
0,2020-11-16T03:51:48.447Z
0,2020-11-16T03:51:48.447Z
0,2020-11-16T03:51:48.447Z
1,2020-11-16T03:51:48.447Z
2,2020-11-16T03:51:48.447Z
3,2020-11-16T03:51:48.447Z
5,2020-11-16T03:51:48.447Z
5,2020-11-16T03:51:48.447Z
6,2020-11-16T03:51:48.447Z
7,2020-11-16T03:51:48.447Z
7,2020-11-16T03:51:48.447Z
7,2020-11-16T03:51:48.447Z
6,2020-11-16T03:51:48.447Z
9,2020-11-16T03:51:48.447Z
11,2020-11-16T03:51:48.447Z
12,2020-11-16T03:51:48.447Z
16,2020-11-16T03:51:48.447Z
21,2020-11-16T03:51:48.447Z
23,2020-11-16T03:51:48.447Z
27,2020-11-16T03:51:48.447Z
38,2020-11-16T03:51:48.447Z
44,2020-11-16T03:51:48.447Z
48,2020-11-16T03:51:48.447Z
52,2020-11-16T03:51:48.447Z
56,2020-11-16T03:51:48.447Z
67,2020-11-16T03:51:48.447Z
70,2020-11-16T03:51:48.447Z
80,2020-11-16T03:51:48.447Z
90,2020-11-16T03:51:48.447Z
98,2020-11-16T03:51:48.447Z
111,2020-11-16T03:51:48.447Z
113,2020-11-16T03:51:48.447Z
131,2020-11-16T03:51:48.447Z
140,2020-11-16T03:51:48.447Z
135,2020-11-16T03:51:48.447Z
147,2020-11-16T03:51:48.447Z
160,2020-11-16T03:51:48.447Z
166,2020-11-16T03:51:48.447Z
166,2020-11-16T03:51:48.447Z
170,2020-11-16T03:51:48.447Z
182,2020-11-16T03:51:48.447Z
177,2020-11-16T03:51:48.447Z
192,2020-11-16T03:51:48.447Z
178,2020-11-16T03:51:48.447Z
179,2020-11-16T03:51:48.447Z
181,2020-11-16T03:51:48.447Z
165,2020-11-16T03:51:48.447Z
174,2020-11-16T03:51:48.447Z
157,2020-11-16T03:51:48.447Z
154,2020-11-16T03:51:48.447Z
145,2020-11-16T03:51:48.447Z
149,2020-11-16T03:51:48.447Z
146,2020-11-16T03:51:48.447Z
144,2020-11-16T03:51:48.447Z
136,2020-11-16T03:51:48.447Z
142,2020-11-16T03:51:48.447Z
132,2020-11-16T03:51:48.447Z
127,2020-11-16T03:51:48.447Z
122,2020-11-16T03:51:48.447Z
112,2020-11-16T03:51:48.447Z
109,2020-11-16T03:51:48.447Z
111,2020-11-16T03:51:48.447Z
101,2020-11-16T03:51:48.447Z
97,2020-11-16T03:51:48.447Z
91,2020-11-16T03:51:48.447Z
88,2020-11-16T03:51:48.447Z
84,2020-11-16T03:51:48.447Z
78,2020-11-16T03:51:48.447Z
78,2020-11-16T03:51:48.447Z
74,2020-11-16T03:51:48.447Z
69,2020-11-16T03:51:48.447Z
65,2020-11-16T03:51:48.447Z
61,2020-11-16T03:51:48.447Z
61,2020-11-16T03:51:48.447Z
61,2020-11-16T03:51:48.447Z
60,2020-11-16T03:51:48.447Z
55,2020-11-16T03:51:48.447Z
52,2020-11-16T03:51:48.447Z
51,2020-11-16T03:51:48.447Z
46,2020-11-16T03:51:48.447Z
47,2020-11-16T03:51:48.447Z
46,2020-11-16T03:51:48.447Z
46,2020-11-16T03:51:48.447Z
43,2020-11-16T03:51:48.447Z
41,2020-11-16T03:51:48.447Z
36,2020-11-16T03:51:48.447Z
40,2020-11-16T03:51:48.447Z
36,2020-11-16T03:51:48.447Z
39,2020-11-16T03:51:48.447Z
35,2020-11-16T03:51:48.447Z
35,2020-11-16T03:51:48.447Z
32,2020-11-16T03:51:48.447Z
29,2020-11-16T03:51:48.447Z
28,2020-11-16T03:51:48.447Z
30,2020-11-16T03:51:48.447Z
29,2020-11-16T03:51:48.447Z
29,2020-11-16T03:51:48.447Z
29,2020-11-16T03:51:48.447Z
30,2020-11-16T03:51:48.447Z
31,2020-11-16T03:51:48.447Z
32,2020-11-16T03:51:48.447Z
35,2020-11-16T03:51:48.447Z
35,2020-11-16T03:51:48.447Z
35,2020-11-16T03:51:48.447Z
31,2020-11-16T03:51:48.447Z
36,2020-11-16T03:51:48.447Z
38,2020-11-16T03:51:48.447Z
36,2020-11-16T03:51:48.447Z
40,2020-11-16T03:51:48.447Z
39,2020-11-16T03:51:48.447Z
41,2020-11-16T03:51:48.447Z
45,2020-11-16T03:51:48.447Z
43,2020-11-16T03:51:48.447Z
40,2020-11-16T03:51:48.447Z
45,2020-11-16T03:51:48.447Z
44,2020-11-16T03:51:48.447Z
45,2020-11-16T03:51:48.447Z
40,2020-11-16T03:51:48.447Z
39,2020-11-16T03:51:48.447Z
44,2020-11-16T03:51:48.447Z
56,2020-11-16T03:51:48.447Z
59,2020-11-16T03:51:48.447Z
72,2020-11-16T03:51:48.447Z
83,2020-11-16T03:51:48.447Z
85,2020-11-16T03:51:48.447Z
94,2020-11-16T03:51:48.447Z
90,2020-11-16T03:51:48.447Z
93,2020-11-16T03:51:48.447Z
113,2020-11-16T03:51:48.447Z
126,2020-11-16T03:51:48.447Z
130,2020-11-16T03:51:48.447Z
136,2020-11-16T03:51:48.447Z
151,2020-11-16T03:51:48.447Z
184,2020-11-16T03:51:48.447Z
190,2020-11-16T03:51:48.447Z
209,2020-11-16T03:51:48.447Z
209,2020-11-16T03:51:48.447Z
219,2020-11-16T03:51:48.447Z
236,2020-11-16T03:51:48.447Z
271,2020-11-16T03:51:48.447Z
265,2020-11-16T03:51:48.447Z
257,2020-11-16T03:51:48.447Z
