section,male,female,lastUpdate,date
0,2,2,2021-02-06T15:19:27.617Z,2021-02-06T15:19:27.617Z
10,3,2,2021-02-06T15:19:27.617Z,2021-02-06T15:19:27.617Z
20,10,9,2021-02-06T15:19:27.617Z,2021-02-06T15:19:27.617Z
30,14,11,2021-02-06T15:19:27.617Z,2021-02-06T15:19:27.617Z
40,39,33,2021-02-06T15:19:27.617Z,2021-02-06T15:19:27.617Z
50,171,79,2021-02-06T15:19:27.617Z,2021-02-06T15:19:27.617Z
60,485,210,2021-02-06T15:19:27.617Z,2021-02-06T15:19:27.617Z
70,835,414,2021-02-06T15:19:27.617Z,2021-02-06T15:19:27.617Z
80,930,779,2021-02-06T15:19:27.617Z,2021-02-06T15:19:27.617Z
90,439,589,2021-02-06T15:19:27.617Z,2021-02-06T15:19:27.617Z
