age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,148744,18531,1505185,9.9,1.2,2021-02-06T15:19:27.617Z
20-29,383810,116907,1277634,30.0,9.2,2021-02-06T15:19:27.617Z
30-39,453065,160741,1186386,38.2,13.5,2021-02-06T15:19:27.617Z
40-49,620782,256801,1080768,57.4,23.8,2021-02-06T15:19:27.617Z
50-59,569541,357851,832687,68.4,43.0,2021-02-06T15:19:27.617Z
60-69,568065,490670,735380,77.2,66.7,2021-02-06T15:19:27.617Z
70-79,433930,392549,462148,93.9,84.9,2021-02-06T15:19:27.617Z
80-89,193652,173197,222547,87.0,77.8,2021-02-06T15:19:27.617Z
90+,45523,39969,50589,90.0,79.0,2021-02-06T15:19:27.617Z
