section,male,female,lastUpdate,date
0,0,1,2020-11-17T19:35:28.310Z,2020-11-17T19:35:28.310Z
10,1,1,2020-11-17T19:35:28.310Z,2020-11-17T19:35:28.310Z
20,1,2,2020-11-17T19:35:28.310Z,2020-11-17T19:35:28.310Z
30,0,5,2020-11-17T19:35:28.310Z,2020-11-17T19:35:28.310Z
40,12,10,2020-11-17T19:35:28.310Z,2020-11-17T19:35:28.310Z
50,28,17,2020-11-17T19:35:28.310Z,2020-11-17T19:35:28.310Z
60,55,25,2020-11-17T19:35:28.310Z,2020-11-17T19:35:28.310Z
70,56,38,2020-11-17T19:35:28.310Z,2020-11-17T19:35:28.310Z
80,24,22,2020-11-17T19:35:28.310Z,2020-11-17T19:35:28.310Z
90,7,10,2020-11-17T19:35:28.310Z,2020-11-17T19:35:28.310Z
