age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,316177,254228,1538337,20.6,16.5,2021-03-24T07:22:03.243Z
20-29,932654,768225,1300361,71.7,59.1,2021-03-24T07:22:03.243Z
30-39,916467,788719,1197026,76.6,65.9,2021-03-24T07:22:03.243Z
40-49,896590,803853,1098556,81.6,73.2,2021-03-24T07:22:03.243Z
50-59,736080,673062,849966,86.6,79.2,2021-03-24T07:22:03.243Z
60-69,654862,615474,741639,88.3,83.0,2021-03-24T07:22:03.243Z
70-79,475737,455236,490784,96.9,92.8,2021-03-24T07:22:03.243Z
80-89,212444,202211,225538,94.2,89.7,2021-03-24T07:22:03.243Z
90+,49860,46670,51496,96.8,90.6,2021-03-24T07:22:03.243Z
