total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,762,143,110,248,252,2021-03-24T07:22:03.243Z
100,26,19,14,33,33,2021-03-24T07:22:03.243Z
