name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
שיבא,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
סנט וינסנט,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
שמיר,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
וולפסון,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
זיו צפת,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
הלל יפה,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
נהריה,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
ברזילי,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
פוריה,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
סוראסקי,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
בני ציון,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
רבין ק. בילינסון,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
סורוקה,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
מאיר,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
קפלן,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
"רמב""ם",,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
הכרמל,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
השרון ק. גולדה,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
הדסה עין כרם,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
הסקוטי,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
המשפחה הקדושה,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
סנט ג'וזף,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
שערי צדק,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
אל מקאסד,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
לניאדו,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
אוגוסטה ויקטוריה,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
מעייני הישועה,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
אסותא אשדוד,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
שניידר,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
יוספטל,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
המרכזי בעמק,,,0,2021-03-24T07:22:03.243Z,2021-03-24T07:22:03.243Z
