section,male,female,lastUpdate,date
0,61839,58411,2021-04-18T14:06:40.400Z,2021-04-18T14:06:40.400Z
10,92247,83904,2021-04-18T14:06:40.400Z,2021-04-18T14:06:40.400Z
20,77056,80480,2021-04-18T14:06:40.400Z,2021-04-18T14:06:40.400Z
30,55898,60002,2021-04-18T14:06:40.400Z,2021-04-18T14:06:40.400Z
40,46462,51606,2021-04-18T14:06:40.400Z,2021-04-18T14:06:40.400Z
50,34642,37505,2021-04-18T14:06:40.400Z,2021-04-18T14:06:40.400Z
60,23656,23199,2021-04-18T14:06:40.400Z,2021-04-18T14:06:40.400Z
70,11862,11854,2021-04-18T14:06:40.400Z,2021-04-18T14:06:40.400Z
80,5261,7272,2021-04-18T14:06:40.400Z,2021-04-18T14:06:40.400Z
90,1398,2927,2021-04-18T14:06:40.400Z,2021-04-18T14:06:40.400Z
