section,male,female,lastUpdate,date
0,0,,2020-12-15T08:33:01.617Z,2020-12-15T08:33:01.617Z
10,2,0.0,2020-12-15T08:33:01.617Z,2020-12-15T08:33:01.617Z
20,2,1.0,2020-12-15T08:33:01.617Z,2020-12-15T08:33:01.617Z
30,3,2.0,2020-12-15T08:33:01.617Z,2020-12-15T08:33:01.617Z
40,13,11.0,2020-12-15T08:33:01.617Z,2020-12-15T08:33:01.617Z
50,41,18.0,2020-12-15T08:33:01.617Z,2020-12-15T08:33:01.617Z
60,71,29.0,2020-12-15T08:33:01.617Z,2020-12-15T08:33:01.617Z
70,61,29.0,2020-12-15T08:33:01.617Z,2020-12-15T08:33:01.617Z
80,35,33.0,2020-12-15T08:33:01.617Z,2020-12-15T08:33:01.617Z
90,7,8.0,2020-12-15T08:33:01.617Z,2020-12-15T08:33:01.617Z
