age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,311174,240846,1538337,20.2,15.7,2021-03-19T05:24:51.643Z
20-29,919828,729968,1300361,70.7,56.1,2021-03-19T05:24:51.643Z
30-39,906981,755928,1197026,75.8,63.2,2021-03-19T05:24:51.643Z
40-49,890440,783474,1098556,81.1,71.3,2021-03-19T05:24:51.643Z
50-59,732246,661011,849966,86.2,77.8,2021-03-19T05:24:51.643Z
60-69,652657,609620,741639,88.0,82.2,2021-03-19T05:24:51.643Z
70-79,474653,452386,490784,96.7,92.2,2021-03-19T05:24:51.643Z
80-89,211960,200679,225538,94.0,89.0,2021-03-19T05:24:51.643Z
90+,49709,46355,51496,96.5,90.0,2021-03-19T05:24:51.643Z
