total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,863,155,126,314,244,2021-03-19T05:24:51.643Z
100,26,18,15,36,28,2021-03-19T05:24:51.643Z
