section,male,female,lastUpdate,date
0,1,1,2020-12-02T08:06:34.533Z,2020-12-02T08:06:34.533Z
10,1,2,2020-12-02T08:06:34.533Z,2020-12-02T08:06:34.533Z
20,1,5,2020-12-02T08:06:34.533Z,2020-12-02T08:06:34.533Z
30,11,7,2020-12-02T08:06:34.533Z,2020-12-02T08:06:34.533Z
40,21,11,2020-12-02T08:06:34.533Z,2020-12-02T08:06:34.533Z
50,99,55,2020-12-02T08:06:34.533Z,2020-12-02T08:06:34.533Z
60,263,108,2020-12-02T08:06:34.533Z,2020-12-02T08:06:34.533Z
70,479,239,2020-12-02T08:06:34.533Z,2020-12-02T08:06:34.533Z
80,537,442,2020-12-02T08:06:34.533Z,2020-12-02T08:06:34.533Z
90,237,361,2020-12-02T08:06:34.533Z,2020-12-02T08:06:34.533Z
