section,male,female,lastUpdate,date
0,17855,17116,2020-11-26T07:54:06.807Z,2020-11-26T07:54:06.807Z
10,39902,28897,2020-11-26T07:54:06.807Z,2020-11-26T07:54:06.807Z
20,34283,31418,2020-11-26T07:54:06.807Z,2020-11-26T07:54:06.807Z
30,22998,22899,2020-11-26T07:54:06.807Z,2020-11-26T07:54:06.807Z
40,20137,21383,2020-11-26T07:54:06.807Z,2020-11-26T07:54:06.807Z
50,15655,16270,2020-11-26T07:54:06.807Z,2020-11-26T07:54:06.807Z
60,11412,10166,2020-11-26T07:54:06.807Z,2020-11-26T07:54:06.807Z
70,5636,5150,2020-11-26T07:54:06.807Z,2020-11-26T07:54:06.807Z
80,2394,3027,2020-11-26T07:54:06.807Z,2020-11-26T07:54:06.807Z
90,571,1320,2020-11-26T07:54:06.807Z,2020-11-26T07:54:06.807Z
