total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2020,1862,369,298,762,419,2021-01-24T16:54:21.827Z
100,92,20,16,41,23,2021-01-24T16:54:21.827Z
