age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,39711,6084,1505185,2.6,0.4,2021-01-24T16:54:21.827Z
20-29,200622,45050,1277634,15.7,3.5,2021-01-24T16:54:21.827Z
30-39,238638,65777,1186386,20.1,5.5,2021-01-24T16:54:21.827Z
40-49,429560,100256,1080768,39.7,9.3,2021-01-24T16:54:21.827Z
50-59,477899,133442,832687,57.4,16.0,2021-01-24T16:54:21.827Z
60-69,529316,304877,735380,72.0,41.5,2021-01-24T16:54:21.827Z
70-79,412838,266762,462148,89.3,57.7,2021-01-24T16:54:21.827Z
80-89,183307,111052,222547,82.4,49.9,2021-01-24T16:54:21.827Z
90+,42918,25996,50589,84.8,51.4,2021-01-24T16:54:21.827Z
