section,male,female,lastUpdate,date
0,0,0,2020-11-25T20:32:13.037Z,2020-11-25T20:32:13.037Z
10,2,0,2020-11-25T20:32:13.037Z,2020-11-25T20:32:13.037Z
20,0,0,2020-11-25T20:32:13.037Z,2020-11-25T20:32:13.037Z
30,0,1,2020-11-25T20:32:13.037Z,2020-11-25T20:32:13.037Z
40,6,2,2020-11-25T20:32:13.037Z,2020-11-25T20:32:13.037Z
50,11,5,2020-11-25T20:32:13.037Z,2020-11-25T20:32:13.037Z
60,23,5,2020-11-25T20:32:13.037Z,2020-11-25T20:32:13.037Z
70,24,15,2020-11-25T20:32:13.037Z,2020-11-25T20:32:13.037Z
80,3,11,2020-11-25T20:32:13.037Z,2020-11-25T20:32:13.037Z
90,1,1,2020-11-25T20:32:13.037Z,2020-11-25T20:32:13.037Z
