age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,310767,239466,1538337,20.2,15.6,2021-03-18T19:50:37.700Z
20-29,918799,725863,1300361,70.7,55.8,2021-03-18T19:50:37.700Z
30-39,906196,752184,1197026,75.7,62.8,2021-03-18T19:50:37.700Z
40-49,889948,781106,1098556,81.0,71.1,2021-03-18T19:50:37.700Z
50-59,731949,659768,849966,86.1,77.6,2021-03-18T19:50:37.700Z
60-69,652491,609124,741639,88.0,82.1,2021-03-18T19:50:37.700Z
70-79,474604,452240,490784,96.7,92.1,2021-03-18T19:50:37.700Z
80-89,211936,200605,225538,94.0,88.9,2021-03-18T19:50:37.700Z
90+,49707,46339,51496,96.5,90.0,2021-03-18T19:50:37.700Z
