total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,865,162,134,303,250,2021-03-18T19:50:37.700Z
100,27,19,15,35,29,2021-03-18T19:50:37.700Z
