section,male,female,lastUpdate,date
0,0,1,2021-01-14T08:52:15.650Z,2021-01-14T08:52:15.650Z
10,0,0,2021-01-14T08:52:15.650Z,2021-01-14T08:52:15.650Z
20,1,1,2021-01-14T08:52:15.650Z,2021-01-14T08:52:15.650Z
30,2,4,2021-01-14T08:52:15.650Z,2021-01-14T08:52:15.650Z
40,14,8,2021-01-14T08:52:15.650Z,2021-01-14T08:52:15.650Z
50,35,11,2021-01-14T08:52:15.650Z,2021-01-14T08:52:15.650Z
60,66,22,2021-01-14T08:52:15.650Z,2021-01-14T08:52:15.650Z
70,49,25,2021-01-14T08:52:15.650Z,2021-01-14T08:52:15.650Z
80,17,12,2021-01-14T08:52:15.650Z,2021-01-14T08:52:15.650Z
90,6,2,2021-01-14T08:52:15.650Z,2021-01-14T08:52:15.650Z
