name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
אוגוסטה ויקטוריה,,,2,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
שערי צדק,,93.9803466796875,16,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
אסותא אשדוד,,,7,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
בני ציון,,79.44572448730469,37,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
ברזילי,,70.5,8,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
הדסה עין כרם,,110.9311752319336,26,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
הכרמל,,71.3701400756836,11,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
הלל יפה,,85.04854583740234,12,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
המרכזי בעמק,,72.93103790283203,53,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
המשפחה הקדושה,,,0,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
הסקוטי,,97.8723373413086,1,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
השרון ק. גולדה,,63.90041351318359,3,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
וולפסון,,67.496337890625,8,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
זיו צפת,,67.4351577758789,3,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
לניאדו,,90.25069427490234,24,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
אל מקאסד,,,0,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
מעייני הישועה,,88.49840545654297,8,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
נהריה,,79.25311279296875,20,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
סוראסקי,,101.195556640625,32,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
סורוקה,,72.54561614990234,10,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
סנט ג'וזף,,,1,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
סנט וינסנט,,56.7164192199707,3,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
פוריה,,65.63380432128906,10,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
קפלן,,90.07220458984375,10,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
רבין ק. בילינסון,,92.3353271484375,48,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
"רמב""ם",,85.773193359375,27,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
שיבא,,94.68354797363281,18,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
שמיר (אסף הרופא),,68.01346588134766,23,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
שניידר,,,0,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
מאיר,,75.44987487792969,23,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
