section,male,female,lastUpdate,date
0,16589,15902,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
10,38042,26980,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
20,31959,28795,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
30,21310,20879,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
40,18549,19486,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
50,14370,14774,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
60,10434,9194,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
70,5106,4631,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
80,2204,2753,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
90,521,1197,2020-10-21T17:49:22.460Z,2020-10-21T17:49:22.460Z
