total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3440,1164,244,167,432,305,2021-02-26T12:35:31.343Z
100,34,21,14,37,26,2021-02-26T12:35:31.343Z
