section,male,female,lastUpdate,date
0,54203,51035,2021-02-26T12:35:31.343Z,2021-02-26T12:35:31.343Z
10,85559,76235,2021-02-26T12:35:31.343Z,2021-02-26T12:35:31.343Z
20,71990,74194,2021-02-26T12:35:31.343Z,2021-02-26T12:35:31.343Z
30,51914,54858,2021-02-26T12:35:31.343Z,2021-02-26T12:35:31.343Z
40,43478,48117,2021-02-26T12:35:31.343Z,2021-02-26T12:35:31.343Z
50,32764,35203,2021-02-26T12:35:31.343Z,2021-02-26T12:35:31.343Z
60,22540,21752,2021-02-26T12:35:31.343Z,2021-02-26T12:35:31.343Z
70,11137,11087,2021-02-26T12:35:31.343Z,2021-02-26T12:35:31.343Z
80,4919,6729,2021-02-26T12:35:31.343Z,2021-02-26T12:35:31.343Z
90,1305,2764,2021-02-26T12:35:31.343Z,2021-02-26T12:35:31.343Z
