section,male,female,lastUpdate,date
0,1.0,2,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
10,,0,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
20,2.0,2,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
30,4.0,7,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
40,19.0,5,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
50,34.0,16,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
60,20.0,25,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
70,23.0,19,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
80,22.0,10,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
90,2.0,3,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
