total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,351,80,47,83,136,2021-04-14T14:38:17.450Z
100,12,23,13,24,39,2021-04-14T14:38:17.450Z
