section,male,female,lastUpdate,date
0,2,2,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
10,4,3,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
20,19,12,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
30,28,21,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
40,66,55,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
50,236,117,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
60,631,291,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
70,1018,586,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
80,1099,979,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
90,488,655,2021-04-14T14:38:17.450Z,2021-04-14T14:38:17.450Z
