section,male,female,lastUpdate,date
0,2,2,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
10,0,2,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
20,9,12,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
30,29,22,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
40,61,39,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
50,112,58,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
60,167,84,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
70,156,111,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
80,100,109,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
90,38,36,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
