age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,116681,15536,1505185,7.8,1.0,2021-01-31T18:48:55.233Z
20-29,294431,97241,1277634,23.0,7.6,2021-01-31T18:48:55.233Z
30-39,349649,133604,1186386,29.5,11.3,2021-01-31T18:48:55.233Z
40-49,557410,214019,1080768,51.6,19.8,2021-01-31T18:48:55.233Z
50-59,536965,279677,832687,64.5,33.6,2021-01-31T18:48:55.233Z
60-69,554412,461098,735380,75.4,62.7,2021-01-31T18:48:55.233Z
70-79,426610,376677,462148,92.3,81.5,2021-01-31T18:48:55.233Z
80-89,189855,165617,222547,85.3,74.4,2021-01-31T18:48:55.233Z
90+,44520,38428,50589,88.0,76.0,2021-01-31T18:48:55.233Z
