section,male,female,lastUpdate,date
0,0,1,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
10,0,0,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
20,4,3,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
30,9,6,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
40,21,12,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
50,37,13,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
60,63,30,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
70,39,27,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
80,21,21,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
90,5,3,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
