name,amount,lastUpdate,date
hard,331,2020-11-05T19:11:27.703Z,2020-11-05T19:11:27.703Z
moderate,96,2020-11-05T19:11:27.703Z,2020-11-05T19:11:27.703Z
name,amount,lastUpdate,date
hard,331,2020-11-05T19:11:27.703Z,2020-11-05T19:11:27.703Z
moderate,96,2020-11-05T19:11:27.703Z,2020-11-05T19:11:27.703Z
