section,male,female,lastUpdate,date
0,0,0,2020-10-28T20:20:55.410Z,2020-10-28T20:20:55.410Z
10,0,1,2020-10-28T20:20:55.410Z,2020-10-28T20:20:55.410Z
20,0,1,2020-10-28T20:20:55.410Z,2020-10-28T20:20:55.410Z
30,2,0,2020-10-28T20:20:55.410Z,2020-10-28T20:20:55.410Z
40,11,0,2020-10-28T20:20:55.410Z,2020-10-28T20:20:55.410Z
50,23,12,2020-10-28T20:20:55.410Z,2020-10-28T20:20:55.410Z
60,44,17,2020-10-28T20:20:55.410Z,2020-10-28T20:20:55.410Z
70,35,24,2020-10-28T20:20:55.410Z,2020-10-28T20:20:55.410Z
80,13,12,2020-10-28T20:20:55.410Z,2020-10-28T20:20:55.410Z
90,2,3,2020-10-28T20:20:55.410Z,2020-10-28T20:20:55.410Z
