age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,210280,90549,1505185,14.0,6.0,2021-02-19T06:49:22.297Z
20-29,638371,256711,1277634,50.0,20.1,2021-02-19T06:49:22.297Z
30-39,683000,299938,1186386,57.6,25.3,2021-02-19T06:49:22.297Z
40-49,749835,508245,1080768,69.4,47.0,2021-02-19T06:49:22.297Z
50-59,644327,510861,832687,77.4,61.4,2021-02-19T06:49:22.297Z
60-69,602169,539791,735380,81.9,73.4,2021-02-19T06:49:22.297Z
70-79,449379,418278,462148,97.2,90.5,2021-02-19T06:49:22.297Z
80-89,200477,184967,222547,90.1,83.1,2021-02-19T06:49:22.297Z
90+,47188,42554,50589,93.3,84.1,2021-02-19T06:49:22.297Z
