total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3445,1331,255,180,508,350,2021-02-19T06:49:22.297Z
100,39,19,14,38,26,2021-02-19T06:49:22.297Z
