section,male,female,lastUpdate,date
0,51236,48263,2021-02-19T06:49:22.297Z,2021-02-19T06:49:22.297Z
10,82961,73419,2021-02-19T06:49:22.297Z,2021-02-19T06:49:22.297Z
20,69617,71155,2021-02-19T06:49:22.297Z,2021-02-19T06:49:22.297Z
30,50061,52761,2021-02-19T06:49:22.297Z,2021-02-19T06:49:22.297Z
40,42266,46660,2021-02-19T06:49:22.297Z,2021-02-19T06:49:22.297Z
50,32035,34205,2021-02-19T06:49:22.297Z,2021-02-19T06:49:22.297Z
60,22124,21245,2021-02-19T06:49:22.297Z,2021-02-19T06:49:22.297Z
70,10959,10818,2021-02-19T06:49:22.297Z,2021-02-19T06:49:22.297Z
80,4841,6564,2021-02-19T06:49:22.297Z,2021-02-19T06:49:22.297Z
90,1287,2714,2021-02-19T06:49:22.297Z,2021-02-19T06:49:22.297Z
