total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2020,1787,304,230,748,393,2021-01-27T04:15:33.720Z
100,88,17,13,42,22,2021-01-27T04:15:33.720Z
