section,male,female,lastUpdate,date
0,0,1,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
10,0,3,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
20,4,3,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
30,12,11,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
40,22,13,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
50,41,18,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
60,50,28,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
70,38,23,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
80,12,17,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
90,2,1,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
