total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2917,1516,294,219,590,389,2021-02-15T15:23:55.810Z
100,52,19,14,39,26,2021-02-15T15:23:55.810Z
