name,amount,lastUpdate,date
hard,979,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
moderate,219,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
critical,389,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
breath,307,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
name,amount,lastUpdate,date
hard,979,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
moderate,219,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
critical,389,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
breath,307,2021-02-15T15:23:55.810Z,2021-02-15T15:23:55.810Z
