age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,98772,12455,1505185,6.6,0.8,2021-01-29T07:28:39.920Z
20-29,271771,85828,1277634,21.3,6.7,2021-01-29T07:28:39.920Z
30-39,310074,114876,1186386,26.1,9.7,2021-01-29T07:28:39.920Z
40-49,522618,179883,1080768,48.4,16.6,2021-01-29T07:28:39.920Z
50-59,522064,245475,832687,62.7,29.5,2021-01-29T07:28:39.920Z
60-69,548829,432508,735380,74.6,58.8,2021-01-29T07:28:39.920Z
70-79,423854,358206,462148,91.7,77.5,2021-01-29T07:28:39.920Z
80-89,188659,156925,222547,84.8,70.5,2021-01-29T07:28:39.920Z
90+,44253,36575,50589,87.5,72.3,2021-01-29T07:28:39.920Z
