total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,725,135,98,236,248,2021-03-25T15:03:20.560Z
100,25,19,14,33,34,2021-03-25T15:03:20.560Z
