age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,318184,261449,1538337,20.7,17.0,2021-03-25T15:03:20.560Z
20-29,938132,789037,1300361,72.1,60.7,2021-03-25T15:03:20.560Z
30-39,920638,805683,1197026,76.9,67.3,2021-03-25T15:03:20.560Z
40-49,899407,814374,1098556,81.9,74.1,2021-03-25T15:03:20.560Z
50-59,737767,679406,849966,86.8,79.9,2021-03-25T15:03:20.560Z
60-69,655868,619017,741639,88.4,83.5,2021-03-25T15:03:20.560Z
70-79,476301,457120,490784,97.0,93.1,2021-03-25T15:03:20.560Z
80-89,212757,203237,225538,94.3,90.1,2021-03-25T15:03:20.560Z
90+,49945,46884,51496,97.0,91.0,2021-03-25T15:03:20.560Z
