total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2912,1531,288,218,605,367,2021-02-11T20:17:35.403Z
100,53,19,14,40,24,2021-02-11T20:17:35.403Z
