age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,318630,262939,1538337,20.7,17.1,2021-03-25T19:05:36.033Z
20-29,939219,793180,1300361,72.2,61.0,2021-03-25T19:05:36.033Z
30-39,921431,809007,1197026,77.0,67.6,2021-03-25T19:05:36.033Z
40-49,899953,816292,1098556,81.9,74.3,2021-03-25T19:05:36.033Z
50-59,738091,680494,849966,86.8,80.1,2021-03-25T19:05:36.033Z
60-69,656020,619459,741639,88.5,83.5,2021-03-25T19:05:36.033Z
70-79,476363,457302,490784,97.1,93.2,2021-03-25T19:05:36.033Z
80-89,212793,203325,225538,94.3,90.2,2021-03-25T19:05:36.033Z
90+,49952,46909,51496,97.0,91.1,2021-03-25T19:05:36.033Z
