age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,212382,95029,1505185,14.1,6.3,2021-02-19T13:33:49.817Z
20-29,645698,261114,1277634,50.5,20.4,2021-02-19T13:33:49.817Z
30-39,690107,307775,1186386,58.2,25.9,2021-02-19T13:33:49.817Z
40-49,754168,515966,1080768,69.8,47.7,2021-02-19T13:33:49.817Z
50-59,646825,513924,832687,77.7,61.7,2021-02-19T13:33:49.817Z
60-69,603258,540906,735380,82.0,73.6,2021-02-19T13:33:49.817Z
70-79,449734,418783,462148,97.3,90.6,2021-02-19T13:33:49.817Z
80-89,200623,185187,222547,90.1,83.2,2021-02-19T13:33:49.817Z
90+,47210,42596,50589,93.3,84.2,2021-02-19T13:33:49.817Z
