total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3445,1330,261,180,515,357,2021-02-19T13:33:49.817Z
100,39,20,14,39,27,2021-02-19T13:33:49.817Z
