section,male,female,lastUpdate,date
0,2,4,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
10,4,1,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
20,18,13,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
30,29,19,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
40,57,53,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
50,223,106,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
60,606,278,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
70,987,549,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
80,1110,962,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
90,523,704,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
