name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
שיבא,,,8,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
סנט וינסנט,,,0,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
שמיר,,66.44219970703125,0,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
וולפסון,,71.3030776977539,4,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
זיו צפת,,,0,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
הלל יפה,,89.12621307373047,2,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
נהריה,,79.72602844238281,1,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
ברזילי,,81.62251281738281,4,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
פוריה,,70.42253875732422,0,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
סוראסקי,,107.0879592895508,0,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
בני ציון,,83.371826171875,3,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
רבין ק. בילינסון,,83.71257781982422,9,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
סורוקה,,76.71589660644531,17,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
מאיר,,83.29048919677734,1,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
קפלן,,89.53068542480469,7,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
"רמב""ם",,91.49590301513672,2,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
הכרמל,,80.36809539794922,1,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
הדסה עין כרם,,101.9841232299805,14,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
הסקוטי,,,0,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
המשפחה הקדושה,,,0,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
סנט ג'וזף,,,0,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
שערי צדק,,93.24324035644531,2,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
אל מקאסד,,,0,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
לניאדו,,80.50139617919922,0,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
אוגוסטה ויקטוריה,,,1,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
מעייני הישועה,,89.24050903320312,0,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
אסותא אשדוד,,,1,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
שניידר,,,0,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
השרון ק. גולדה,,72.61410522460938,2,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
יוספטל,,,0,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
המרכזי בעמק,,83.27586364746094,4,2021-04-05T14:12:33.857Z,2021-04-05T14:12:33.857Z
