name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
שיבא,,98.35443115234375,19,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
יוספטל,,40.0,15,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
שמיר,,60.9427604675293,9,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
וולפסון,,68.22840118408203,7,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
זיו צפת,,69.16426849365234,15,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
הלל יפה,,74.75727844238281,19,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
נהריה,,76.0719223022461,17,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
ברזילי,,82.0,8,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
פוריה,,62.25352096557617,10,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
סוראסקי,,101.0247650146484,20,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
בני ציון,,84.29560852050781,12,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
רבין ק. בילינסון,,99.28144073486328,12,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
סורוקה,,72.28497314453125,22,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
מאיר,,75.57840728759766,13,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
קפלן,,96.75090026855469,13,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
"רמב""ם",,91.9587631225586,48,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
הכרמל,,83.23108673095703,28,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
השרון ק. גולדה,,60.58091354370117,5,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
הדסה עין כרם,,108.7301559448242,46,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
הסקוטי,,87.96992492675781,7,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
המשפחה הקדושה,,,0,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
סנט ג'וזף,,,2,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
שערי צדק,,,17,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
אל מקאסד,,,0,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
לניאדו,,76.3231201171875,89,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
אוגוסטה ויקטוריה,,,4,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
מעייני הישועה,,100.3194885253906,1,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
אסותא אשדוד,,,4,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
שניידר,,,0,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
סנט וינסנט,,,0,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
המרכזי בעמק,,75.0,50,2020-12-01T20:00:40.077Z,2020-12-01T20:00:40.077Z
