Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
252,548,602,234,1677,2020-10-05T19:08:42.103Z,2020-10-05T19:08:42.103Z
