age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,182840,40108,1505185,12.1,2.7,2021-02-14T20:02:50.060Z
20-29,538506,192629,1277634,42.1,15.1,2021-02-14T20:02:50.060Z
30-39,596499,241222,1186386,50.3,20.3,2021-02-14T20:02:50.060Z
40-49,696550,428656,1080768,64.4,39.7,2021-02-14T20:02:50.060Z
50-59,613623,471725,832687,73.7,56.7,2021-02-14T20:02:50.060Z
60-69,588209,524889,735380,80.0,71.4,2021-02-14T20:02:50.060Z
70-79,443431,410566,462148,95.9,88.8,2021-02-14T20:02:50.060Z
80-89,198023,181436,222547,89.0,81.5,2021-02-14T20:02:50.060Z
90+,46639,41673,50589,92.2,82.4,2021-02-14T20:02:50.060Z
